return_id,order_id,product_name,customer_name,return_date,reason,quantity_returned,refund_amount
RET-59131,CA-2014-102988,Xerox 1957,Greg Maxwell,2022-09-18,Changed Mind,1,5.56
RET-84177,CA-2015-165050,Digium D40 VoIP phone,Alan Hwang,2024-05-14,Wrong Item,2,233.79
RET-60140,CA-2017-124597,Staples in misc. colors,Ann Steele,2025-10-08,Defective,1,4.22
RET-86435,CA-2016-163202,Recycled Pressboard Report Cover with Reinforced Top Hinge,Brian Moss,2025-03-23,Wrong Item,1,0.87
RET-70236,US-2015-164308,AT&T 1080 Phone,Steve Carroll,2024-03-05,Not as Described,4,508.28
RET-70981,US-2017-106796,Newell 347,Julie Prescott,2025-11-05,Not as Described,1,3.35
RET-67898,CA-2015-137750,Dana Halogen Swing-Arm Architect Lamp,Jill Fjeld,2023-12-19,Not as Described,5,170.35
RET-65615,CA-2017-107629,Logitech Desktop MK120 Mouse and keyboard Combo,Dave Brooks,2026-06-04,Not as Described,2,24.29
RET-60422,US-2015-160857,Compact Automatic Electric Letter Opener,Natalie Webber,2023-10-25,Changed Mind,2,200.4
RET-57049,CA-2016-152331,Newell 311,Lela Donovan,2024-12-02,Defective,1,1.55
RET-96275,CA-2015-155635,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Max Engle,2023-10-21,Changed Mind,3,41.93
RET-99889,CA-2016-166485,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Alan Hwang,2024-07-31,Damaged,1,7.53
RET-47512,US-2017-133361,"Eberhard Faber 3 1/2"" Golf Pencils",Anthony Jacobs,2025-11-05,Wrong Item,4,28.77
RET-34920,CA-2015-113110,Acme Elite Stainless Steel Scissors,Berenike Kampe,2023-09-10,Defective,3,21.11
RET-92242,CA-2014-157924,Iris Project Case,Helen Andreada,2023-03-22,Damaged,2,14.77
RET-57823,CA-2015-164567,Jabra SPEAK 410,Grace Kelly,2023-11-27,Wrong Item,2,121.31
RET-64460,CA-2016-127208,Avery Heavy-Duty EZD  Binder With Locking Rings,Stewart Carmichael,2024-11-17,Wrong Item,2,9.66
RET-57953,CA-2014-163223,Xerox 1919,Kristen Hastings,2022-08-30,Defective,1,39.24
RET-43681,CA-2016-112830,Electrix Halogen Magnifier Lamp,Liz Preis,2024-11-25,Changed Mind,2,300.34
RET-54396,CA-2014-109680,Fellowes Staxonsteel Drawer Files,Victoria Pisteka,2023-04-03,Damaged,2,366.76
RET-39571,CA-2015-156566,Wilson Electronics DB Pro Signal Booster,Eric Murdock,2024-03-18,Changed Mind,1,237.18
RET-61717,CA-2016-141397,Fellowes Bankers Box Recycled Super Stor/Drawer,Roy Collins,2024-12-20,Damaged,3,141.4
RET-58311,CA-2017-163069,Newell 325,Pauline Johnson,2026-01-29,Not as Described,3,8.17
RET-58689,CA-2017-124828,4009 Highlighters by Sanford,Yana Sorensen,2025-12-24,Damaged,2,6.14
RET-91205,CA-2016-116379,GBC VeloBinder Manual Binding System,Lisa DeCherney,2025-05-01,Defective,1,25.75
RET-93283,CA-2015-149587,Xerox 1999,Karl Braun,2023-07-13,Changed Mind,1,6.02
RET-25292,CA-2014-156433,"Wirebound Message Book, 4 per Page",Erica Smith,2023-03-17,Wrong Item,3,15.15
RET-74569,CA-2017-152856,Memorex Micro Travel Drive 32 GB,Roland Schwarz,2026-02-12,Damaged,1,25.14
RET-27781,CA-2017-129378,"Belkin 325VA UPS Surge Protector, 6'",Neola Schneider,2026-03-07,Changed Mind,1,118.25
RET-80804,US-2014-111171,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Christina Anderson,2023-06-12,Changed Mind,3,4.87
RET-95841,CA-2016-152471,Jabra SPEAK 410 Multidevice Speakerphone,Zuschuss Donatelli,2024-12-29,Damaged,2,322.03
RET-46666,US-2016-115441,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Sally Hughsby,2025-01-23,Damaged,2,19.03
RET-68287,CA-2015-152681,Avery Fluorescent Highlighter Four-Color Set,Scott Cohen,2023-07-12,Wrong Item,2,5.63
RET-99873,CA-2017-163874,GBC Imprintable Covers,Nick Crebassa,2026-05-10,Not as Described,2,14.4
RET-46160,CA-2014-105249,Avery 489,Duane Huffman,2023-05-18,Wrong Item,3,25.22
RET-37801,CA-2014-169019,Acco 6 Outlet Guardian Standard Surge Suppressor,Luke Foster,2023-01-01,Defective,2,3.96
RET-41925,CA-2017-167941,Avery Durable Poly Binders,Jill Fjeld,2026-04-09,Wrong Item,1,1.59
RET-82641,CA-2017-118346,Logitech G600 MMO Gaming Mouse,Philisse Overcash,2026-01-20,Wrong Item,5,336.37
RET-40539,US-2017-107384,First Data TMFD35 PIN Pad,Theone Pippenger,2026-05-25,Not as Described,1,137.46
RET-88116,CA-2017-143651,Newell 309,Filia McAdams,2025-09-21,Damaged,1,11.06
RET-80807,CA-2017-156951,Xerox 222,Ellis Ballard,2026-03-12,Not as Described,1,6.46
RET-13379,CA-2015-132465,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Don Miller,2024-03-10,Wrong Item,1,16.43
RET-41186,CA-2015-104059,Newell 320,Frank Carlisle,2023-11-16,Defective,1,3.28
RET-16868,CA-2016-160598,Xerox 1944,Stuart Van,2025-02-08,Wrong Item,1,25.89
RET-18330,CA-2014-115973,Crayola Colored Pencils,Nathan Gelder,2023-05-20,Changed Mind,1,2.38
RET-24293,CA-2017-167661,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Mike Pelletier,2026-03-22,Changed Mind,3,21.62
RET-15683,CA-2014-151078,"Personal Filing Tote with Lid, Black/Gray",Roy FranzÃ¶sisch,2023-05-01,Defective,2,24.55
RET-14082,CA-2017-149489,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Damala Kotsonis,2025-10-06,Damaged,2,92.2
RET-24150,CA-2017-127432,Tennsco Single-Tier Lockers,Alan Dominguez,2025-07-10,Changed Mind,2,664.54
RET-20589,CA-2016-128916,OIC Stacking Trays,Matt Abelman,2025-02-12,Not as Described,4,4.35
RET-46046,CA-2017-100223,Xerox 1966,Linda Southworth,2025-12-27,Defective,2,8.43
RET-52622,CA-2014-164385,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Nicole Brennan,2023-03-21,Changed Mind,3,130.95
RET-89354,CA-2017-148068,Ultra Door Push Plate,Muhammed MacIntyre,2026-03-12,Changed Mind,2,8.75
RET-95316,CA-2017-105410,Logitech Wireless Marathon Mouse M705,Natalie DeCherney,2025-08-25,Defective,1,48.52
RET-39949,CA-2017-126676,Letter or Legal Size Expandable Poly String Tie Envelopes,Fred Hopkins,2026-03-26,Changed Mind,1,2.36
RET-22463,CA-2017-160458,Xerox 2,Eric Hoffmann,2025-11-09,Not as Described,4,18.24
RET-59060,CA-2014-162775,Plantronics S12 Corded Telephone Headset System,Chris Selesnick,2022-06-29,Wrong Item,3,301.71
RET-21188,CA-2016-137736,Newell 315,Debra Catini,2025-05-04,Damaged,4,19.46
RET-58843,CA-2017-136448,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Adam Shillingsburg,2026-03-04,Wrong Item,1,22.77
RET-83608,CA-2016-159695,Eldon Portable Mobile Manager,Gary Mitchum,2024-09-25,Defective,1,20.75
RET-97207,CA-2015-163104,Xerox 1974,Mike Caudle,2023-09-01,Changed Mind,1,5.28
RET-88696,US-2015-122140,APC 7 Outlet Network SurgeArrest Surge Protector,Michael Oakman,2023-10-02,Not as Described,1,15.99
RET-37884,CA-2016-124352,Avery 508,Cynthia Delaney,2025-03-29,Wrong Item,1,4.5
RET-24184,US-2016-169369,Case Logic 2.4GHz Wireless Keyboard,Erin Creighton,2025-06-05,Not as Described,4,168.94
RET-46512,CA-2015-107678,Global Deluxe Office Fabric Chairs,Juliana Krohn,2023-10-21,Defective,2,157.98
RET-91490,CA-2015-162201,"Premier Elliptical Ring Binder, Black",Andrew Gjertsen,2023-11-18,Defective,2,17.7
RET-96223,CA-2016-109057,Pizazz Global Quick File,Tonja Turnell,2024-10-16,Not as Described,1,11.04
RET-50499,US-2014-146353,Fellowes Bankers Box Recycled Super Stor/Drawer,Jim Epp,2023-03-17,Not as Described,2,92.27
RET-28776,CA-2016-156748,Sensible Storage WireTech Storage Systems,Bruce Stewart,2025-05-14,Defective,1,59.36
RET-92991,US-2014-150434,Polycom VVX 310 VoIP phone,Christine Abelman,2023-01-12,Damaged,2,292.99
RET-59308,CA-2014-162775,Brown Kraft Recycled Envelopes,Chris Selesnick,2022-06-18,Changed Mind,3,46.16
RET-50846,CA-2017-127026,Avery Durable Binders,Mick Hernandez,2025-07-08,Not as Described,3,7.18
RET-16895,US-2014-124625,Belkin F8E887 USB Wired Ergonomic Keyboard,Stephanie Phelps,2023-04-30,Wrong Item,3,82.7
RET-45665,CA-2014-124730,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Lynn Smith,2023-05-04,Changed Mind,1,65.43
RET-67939,CA-2017-132521,Sterilite Officeware Hinged File Box,Don Weiss,2026-03-19,Changed Mind,2,18.8
RET-24918,US-2016-143819,Adjustable Depth Letter/Legal Cart,Karen Daniels,2024-08-12,Not as Described,1,172.57
RET-98930,CA-2017-111647,netTALK DUO VoIP Telephone Service,Rob Dowd,2025-12-19,Defective,1,35.97
RET-15952,CA-2017-162572,Newell 311,Raymond Buch,2026-03-15,Wrong Item,5,8.25
RET-36794,CA-2014-140816,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Toby Carlisle,2023-06-04,Not as Described,5,259.47
RET-47938,CA-2017-103065,Woodgrain Magazine Files by Perma,Pete Takahito,2026-03-29,Not as Described,1,2.27
RET-66446,CA-2017-130106,Newell 350,Vicky Freymann,2025-10-28,Wrong Item,1,2.95
RET-40161,CA-2016-155033,Astroparche Fine Business Paper,Cindy Chapman,2025-03-14,Defective,2,9.57
RET-15544,CA-2017-119004,Newell Chalk Holder,Janet Martin,2026-05-13,Changed Mind,1,2.69
RET-51033,CA-2016-155670,Easy-staple paper,Erin Mull,2025-01-16,Defective,2,6.74
RET-93904,CA-2017-151428,Avery Durable Binders,Rick Hansen,2026-03-09,Changed Mind,5,12.68
RET-52568,CA-2017-117079,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Jocasta Rupert,2026-04-04,Wrong Item,1,253.69
RET-57428,US-2017-113992,Bretford CR4500 Series Slim Rectangular Table,Lena Creighton,2026-06-11,Damaged,4,942.23
RET-87184,US-2014-164763,EcoTones Memo Sheets,Mark Haberlin,2022-09-02,Changed Mind,1,3.39
RET-50668,CA-2016-118626,HTC One Mini,John Castell,2025-02-03,Not as Described,1,88.61
RET-20011,CA-2017-129021,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Patrick O'Brill,2026-02-02,Defective,3,5.0
RET-35415,CA-2017-122105,Bulldog Vacuum Base Pencil Sharpener,Caroline Jumper,2025-12-17,Not as Described,2,21.73
RET-29194,CA-2017-120168,Acco Hot Clips Clips to Go,Trudy Brown,2025-11-08,Not as Described,1,2.79
RET-95918,CA-2017-139437,Rogers Deluxe File Chest,Rob Dowd,2025-12-12,Damaged,2,40.46
RET-70811,CA-2014-101392,Advantus Rolling Drawer Organizers,Ann Steele,2023-05-15,Defective,7,249.32
RET-83989,CA-2017-100237,Avery Hi-Liter Smear-Safe Highlighters,Stuart Van,2026-04-11,Defective,2,10.94
RET-51436,CA-2016-161781,Newell 328,Chad Cunningham,2025-03-13,Wrong Item,7,40.64
RET-92756,CA-2015-114468,Staples,Tamara Dahlen,2024-02-09,Not as Described,2,2.69
RET-56129,CA-2014-116834,DAX Cubicle Frames - 8x10,Dean percer,2023-04-08,Defective,5,26.49
RET-14929,CA-2014-135699,Xerox 1940,Hilary Holden,2023-02-03,Damaged,2,98.09
RET-21835,CA-2017-145660,Magna Visual Magnetic Picture Hangers,Matthew Grinstein,2026-05-15,Defective,2,6.29
RET-86064,CA-2017-100160,Avery 519,Cassandra Brandow,2026-03-01,Defective,5,25.64
RET-84928,US-2017-130687,Boston 1799 Powerhouse Electric Pencil Sharpener,Phillip Flathmann,2026-03-07,Wrong Item,1,23.12
RET-29773,CA-2015-164441,Storex Dura Pro Binders,Amy Cox,2024-04-21,Damaged,10,42.54
RET-55015,CA-2014-121006,Xerox 199,Sam Craven,2023-04-27,Damaged,1,4.12
RET-67377,CA-2017-166317,ACCOHIDE Binder by Acco,Jim Epp,2026-03-13,Changed Mind,3,10.01
RET-47079,CA-2017-100412,"Situations Contoured Folding Chairs, 4/Set",Sharelle Roach,2026-06-10,Changed Mind,1,61.95
RET-16863,CA-2014-157147,"O'Sullivan Elevations Bookcase, Cherry Finish",Brian Dahlen,2022-06-29,Not as Described,2,208.37
RET-98916,CA-2016-143714,Avaya 5410 Digital phone,Christopher Conant,2024-10-28,Changed Mind,2,66.81
RET-96057,CA-2017-158722,Xerox 1887,Matt Abelman,2026-04-01,Defective,2,28.67
RET-86380,CA-2016-166282,Standard Line ÂWhile You Were OutÂ Hardbound Telephone Message Book,Pete Kriz,2024-10-16,Wrong Item,2,30.48
RET-96787,CA-2014-167199,Rogers Handheld Barrel Pencil Sharpener,Maria Etezadi,2022-06-20,Changed Mind,2,5.44
RET-59372,CA-2015-104346,Logitech Keyboard K120,Irene Maddox,2024-05-18,Not as Described,1,12.52
RET-99838,CA-2017-121489,"Padded Folding Chairs, Black, 4/Carton",Candace McMahon,2026-02-19,Defective,2,121.02
RET-76648,CA-2015-119690,Xerox 1884,Mark Van Huff,2023-11-30,Not as Described,3,44.79
RET-38074,CA-2015-165799,Office Star - Mesh Screen back chair with Vinyl seat,Sheri Gordon,2023-12-02,Not as Described,1,101.59
RET-28030,CA-2015-118871,"Master Caster Door Stop, Large Brown",Harry Marie,2024-05-31,Wrong Item,4,24.41
RET-23256,CA-2017-137463,Bulldog Table or Wall-Mount Pencil Sharpener,Kalyca Meade,2026-05-21,Defective,3,17.41
RET-91006,CA-2016-101385,BIC Brite Liner Highlighters,Julia West,2025-03-24,Wrong Item,1,3.86
RET-33703,US-2016-108504,White Computer Printout Paper by Universal,Paul Prost,2024-07-27,Defective,7,225.43
RET-15726,CA-2017-152310,Xerox 1937,Dana Kaydos,2026-02-09,Changed Mind,2,90.72
RET-68222,CA-2017-151211,GBC Prestige Therm-A-Bind Covers,Adrian Hane,2026-01-31,Defective,3,97.16
RET-41348,CA-2017-128363,Staples,Dan Campbell,2026-01-25,Not as Described,4,16.48
RET-35430,CA-2014-164469,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Grace Kelly,2022-12-23,Not as Described,8,51.1
RET-70513,CA-2015-109386,AT&T 17929 Lendline Telephone,Rob Haberlin,2024-05-02,Not as Described,5,225.5
RET-64874,CA-2017-168641,"Crayola Anti Dust Chalk, 12/Pack",Kelly Andreada,2026-05-21,Wrong Item,7,11.47
RET-28140,CA-2017-148145,Deluxe Chalkboard Eraser Cleaner,Scott Williamson,2025-09-16,Not as Described,2,22.18
RET-82684,CA-2016-119074,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",David Smith,2024-08-31,Damaged,4,38.91
RET-47363,CA-2017-166898,Xerox 192,Ken Heidel,2026-03-08,Damaged,3,18.86
RET-77286,CA-2015-132633,Wilson Jones Standard D-Ring Binders,Ken Heidel,2023-07-30,Wrong Item,1,3.46
RET-39102,US-2015-134558,Logitech diNovo Edge Keyboard,Peter McVee,2024-06-17,Changed Mind,7,1432.04
RET-61964,US-2015-116981,Disposable Triple-Filter Dust Bags,Suzanne McNair,2023-09-09,Defective,1,3.86
RET-20696,CA-2015-138009,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Sylvia Foulston,2024-05-13,Not as Described,2,229.61
RET-22987,US-2014-143287,Acme Value Line Scissors,Kristina Nunn,2023-04-21,Not as Described,1,3.15
RET-47601,CA-2014-102673,Cisco IPÂ PhoneÂ 7961G VoIPÂ phoneÂ - Dark gray,Ken Heidel,2023-04-29,Changed Mind,3,270.0
RET-71487,CA-2016-154067,Xerox 1883,Suzanne McNair,2024-07-26,Changed Mind,2,50.22
RET-12490,US-2016-137295,Avaya 5410 Digital phone,Vivek Sundaresam,2024-06-30,Not as Described,1,53.37
RET-89807,CA-2017-136623,Belkin iPhone and iPad Lightning Cable,Tom Stivers,2025-12-20,Defective,2,21.82
RET-41147,CA-2016-105585,Xerox 1979,Roland Fjeld,2025-02-11,Not as Described,1,29.59
RET-93748,US-2017-135013,Hewlett Packard LaserJet 3310 Copier,Harold Ryan,2025-12-30,Defective,1,406.88
RET-75513,US-2017-155866,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Christopher Conant,2026-05-04,Defective,1,38.59
RET-85372,US-2016-114013,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Stewart Carmichael,2024-09-02,Wrong Item,1,7.64
RET-10205,CA-2014-140403,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Tanja Norvell,2023-04-04,Defective,1,6.56
RET-34551,CA-2017-164917,Bulldog Vacuum Base Pencil Sharpener,Michael Kennedy,2026-05-16,Damaged,2,17.54
RET-78951,CA-2015-149713,Rediform S.O.S. Phone Message Books,Trudy Glocke,2024-03-08,Defective,3,12.15
RET-71621,CA-2015-130113,Fellowes Super Stor/Drawer Files,Aaron Hawkins,2024-06-15,Damaged,1,141.86
RET-43246,CA-2014-109918,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Lisa Ryan,2023-03-02,Damaged,2,20.48
RET-96127,CA-2017-135307,Executive Impressions Supervisor Wall Clock,Lynn Smith,2026-05-10,Damaged,1,36.58
RET-53583,CA-2017-166709,Canon imageCLASS 2200 Advanced Copier,Hunter Lopez,2026-05-14,Wrong Item,3,9943.86
RET-94252,US-2014-164763,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Mark Haberlin,2022-08-21,Wrong Item,2,27.68
RET-72722,CA-2017-107503,"Linden 10"" Round Wall Clock, Black",Guy Armstrong,2025-06-30,Wrong Item,4,48.71
RET-69988,CA-2014-120950,"Array Parchment Paper, Assorted Colors",George Ashbrook,2023-05-04,Damaged,2,11.83
RET-36144,CA-2015-130253,"Master Caster Door Stop, Gray",Paul Prost,2024-05-26,Damaged,1,4.11
RET-81176,CA-2017-104864,Ibico Plastic and Wire Spiral Binding Combs,Jim Sink,2026-05-01,Changed Mind,5,11.42
RET-35048,CA-2016-101672,Xerox 1891,Daniel Byrd,2025-03-14,Not as Described,1,46.5
RET-53506,CA-2016-142762,"Eldon Image Series Desk Accessories, Ebony",Lisa DeCherney,2024-11-06,Not as Described,1,12.02
RET-62431,CA-2017-111815,Global Ergonomic Managers Chair,Emily Phan,2025-08-09,Changed Mind,1,160.6
RET-75038,CA-2016-121748,Micro Innovations USB RF Wireless Keyboard with Mouse,Victoria Wilson,2025-04-08,Changed Mind,3,74.61
RET-65640,CA-2017-157651,Memorex Froggy Flash Drive 8 GB,Helen Andreada,2026-05-24,Damaged,1,13.64
RET-52101,CA-2017-122595,"Master Caster Door Stop, Gray",Gary Mitchum,2026-05-30,Damaged,1,1.85
RET-50173,US-2014-146353,Avery Metallic Poly Binders,Jim Epp,2023-03-19,Changed Mind,3,16.02
RET-68183,CA-2015-130659,Wausau Papers Astrobrights Colored Envelopes,Maribeth Schnelling,2024-05-26,Not as Described,3,15.88
RET-56210,CA-2017-158407,Innergie mMini Combo Duo USB Travel Charging Kit,Lindsay Williams,2025-11-21,Defective,1,34.03
RET-17518,CA-2016-127138,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Dean Katz,2024-08-28,Damaged,3,376.66
RET-99051,CA-2015-160472,Xerox 1981,Ralph Kennedy,2024-01-13,Wrong Item,4,18.43
RET-98878,CA-2015-105613,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Kristina Nunn,2024-03-21,Changed Mind,1,8.95
RET-94562,US-2017-109253,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Patrick Ryan,2026-01-25,Not as Described,3,31.76
RET-14244,CA-2014-166863,Xerox 2,Sam Craven,2022-12-04,Defective,2,10.26
RET-58623,CA-2014-137589,Compact Automatic Electric Letter Opener,Maxwell Schwartz,2023-04-10,Not as Described,3,254.84
RET-79397,CA-2017-137463,Microsoft Natural Ergonomic Keyboard 4000,Kalyca Meade,2026-06-02,Not as Described,1,27.43
RET-42717,US-2014-140452,Shocksock Galaxy S4 Armband,Berenike Kampe,2023-05-21,Damaged,3,24.44
RET-60723,CA-2015-112116,KI Adjustable-Height Table,Jeremy Ellison,2023-08-19,Defective,1,77.37
RET-68493,CA-2016-158778,"6"" Cubicle Wall Clock, Black",Dean Braden,2025-02-11,Wrong Item,5,30.9
RET-74382,CA-2015-141593,"GBC Laser Imprintable Binding System Covers, Desert Sand",Darren Budd,2024-06-05,Wrong Item,2,21.43
RET-69250,CA-2016-163776,Xerox 1893,Joy Smith,2024-12-25,Wrong Item,2,79.57
RET-99381,CA-2015-117961,Aluminum Screw Posts,Guy Phonely,2024-05-21,Not as Described,4,61.01
RET-82089,CA-2016-129280,Cisco 8961 IP Phone Charcoal,Susan MacKendrick,2024-10-27,Defective,2,141.25
RET-93584,CA-2014-161032,Office Star - Mesh Screen back chair with Vinyl seat,Michael Kennedy,2023-04-30,Wrong Item,2,254.17
RET-25907,US-2015-118983,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Harold Pawlan,2024-05-20,Wrong Item,3,37.23
RET-74752,CA-2017-133102,Avery Fluorescent Highlighter Four-Color Set,Emily Ducich,2026-02-14,Damaged,1,2.26
RET-71263,CA-2015-146675,Logitech Keyboard K120,Sarah Brown,2023-09-30,Defective,3,39.83
RET-62187,CA-2017-152142,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Lindsay Williams,2026-04-21,Changed Mind,1,130.74
RET-85353,CA-2015-148873,Lenovo 17-Key USB Numeric Keypad,Eric Murdock,2024-03-20,Damaged,4,103.75
RET-68979,CA-2014-146591,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Toby Swindell,2022-06-26,Changed Mind,3,60.57
RET-82260,US-2016-126452,Motorola HK250 Universal Bluetooth Headset,Scot Coram,2025-02-14,Defective,5,79.9
RET-17263,CA-2017-161459,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Edward Becker,2026-05-03,Damaged,2,10.07
RET-31229,US-2015-126977,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Peter Fuller,2024-03-07,Not as Described,1,47.76
RET-78012,CA-2017-118003,Global Low Back Tilter Chair,Doug O'Connell,2026-05-29,Not as Described,1,87.77
RET-93238,US-2016-150147,Wilson Jones Custom Binder Spines & Labels,John Lucas,2024-10-25,Defective,1,1.39
RET-90534,CA-2017-140872,Bush Mission Pointe Library,Nick Radford,2025-11-14,Defective,1,111.73
RET-86106,CA-2014-127446,Avery 520,Matt Collister,2023-04-30,Wrong Item,1,2.31
RET-89316,US-2016-102232,"Boston Model 1800 Electric Pencil Sharpener, Gray",Maureen Fritzler,2025-01-13,Not as Described,6,156.21
RET-13718,CA-2016-108882,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Laura Armstrong,2024-07-08,Damaged,5,282.84
RET-84991,CA-2016-162236,Eldon Portable Mobile Manager,Elpida Rittenbach,2025-04-08,Changed Mind,2,42.09
RET-92203,CA-2016-153269,GBC Binding covers,Pamela Stobb,2024-08-31,Defective,1,11.65
RET-73300,US-2014-106992,Xerox WorkCentre 6505DN Laser Multifunction Printer,Sean Braxton,2023-03-03,Wrong Item,6,2141.24
RET-19564,US-2014-117170,Logitech Trackman Marble Mouse,Kean Takahito,2023-03-17,Damaged,2,41.24
